year,origin,origin_code,origin_region,origin_lat,origin_lon,destination,destination_code,destination_region,destination_lat,destination_lon,is_interstate,is_cross_region,distance_km,tourist_flow_thousands,dest_total_tourists_thousands,origin_market_share_pct,dest_alos_days,dest_spend_per_night_rm,dest_accommodation_expenditure_rm_million,dest_aor_pct,dest_rooms_count,dest_domestic_hotel_guests,dest_foreign_hotel_guests,dest_foreign_guest_share_pct,corridor_implied_accom_spend_rm_million,flow_2019_thousands,recovery_rate_vs_2019_pct,corridor_trajectory_class,dest_alos,dest_spend_per_tourist,dest_spend_per_night,dest_accom_share,dest_accom_expenditure_m,corridor_tier,origin_share_of_dest_pct
2025,Selangor,MY-10,Central,3.0738,101.5183,Kedah,MY-02,Northern,6.1184,100.3685,True,False,361.73,1676.138,7124.845,23.53,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,138.32,1586.462,105.7,Resilient Anchor,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,28.45
2025,Johor,MY-01,Southern,1.9344,103.3587,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,152.02,1671.469,6547.023,25.53,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,144.91,751.173,222.5,Structural Gainer (Surge),2.29,86.7,37.78,0.0869,567.6,Priority Conversion Corridor,27.46
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,103.13,1635.111,11045.98,14.8,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,194.26,1097.933,148.9,Structural Gainer (Surge),2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,19.36
2025,Selangor,MY-10,Central,3.0738,101.5183,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,254.61,1506.201,6512.13,23.13,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,112.63,1151.116,130.8,Structural Gainer (Surge),2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,26.9
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Johor,MY-01,Southern,1.9344,103.3587,True,False,228.98,1469.998,9821.9,14.97,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,169.31,973.181,151.1,Structural Gainer (Surge),2.68,115.18,42.98,0.1297,1131.27,Priority Conversion Corridor,22.97
2025,Johor,MY-01,Southern,1.9344,103.3587,Melaka,MY-04,Southern,2.2458,102.2741,True,False,125.4,1344.569,7178.691,18.73,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,178.78,734.53,183.1,Structural Gainer (Surge),2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,19.13
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Selangor,MY-10,Central,3.0738,101.5183,True,False,20.07,1335.438,10595.556,12.6,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,187.48,1165.783,114.6,Resilient Anchor,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,16.35
2025,Johor,MY-01,Southern,1.9344,103.3587,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,238.28,981.156,11045.98,8.88,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,116.57,560.582,175.0,Structural Gainer (Surge),2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,11.62
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Kedah,MY-02,Northern,6.1184,100.3685,True,False,78.44,952.233,7124.845,13.36,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,78.58,1359.362,70.0,Laggard / At-Risk,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,16.16
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Negeri Sembilan,MY-05,Central,2.7258,102.243,True,False,76.97,937.425,6547.023,14.32,2.29,37.78,567.6,44.2,11527.0,2154435.0,497085.0,18.75,81.27,1449.791,64.7,Laggard / At-Risk,2.29,86.7,37.78,0.0869,567.6,Priority Conversion Corridor,15.4
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Selangor,MY-10,Central,3.0738,101.5183,True,False,121.56,930.401,10595.556,8.78,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,130.61,409.282,227.3,Structural Gainer (Surge),2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,11.39
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Melaka,MY-04,Southern,2.2458,102.2741,True,False,118.82,915.968,7178.691,12.76,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,121.79,610.456,150.0,Structural Gainer (Surge),2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,13.03
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,147.67,903.281,5239.642,17.24,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,84.32,543.796,166.1,Structural Gainer (Surge),2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,19.84
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Perak,MY-08,Northern,4.694,101.0901,True,False,116.28,893.223,10413.82,8.58,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,68.25,706.793,126.4,Structural Gainer (Surge),2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,10.12
2025,Perak,MY-08,Northern,4.694,101.0901,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,116.28,836.185,5629.544,14.85,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,160.35,715.244,116.9,Resilient Anchor,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,15.76
2025,Pahang,MY-06,East Coast,3.8126,102.3256,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,103.13,824.776,10078.573,8.18,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,159.2,916.394,90.0,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,8.68
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,True,1625.63,783.67,10078.573,7.78,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,151.26,40.519,1934.1,Structural Gainer (Surge),2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,8.25
2025,Selangor,MY-10,Central,3.0738,101.5183,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,267.99,762.677,5239.642,14.56,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,71.19,648.344,117.6,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,16.75
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,132.22,752.094,5239.642,14.35,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,70.2,521.317,144.3,Structural Gainer (Surge),2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,16.52
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,294.4,746.837,10078.573,7.41,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,144.15,32.351,2308.5,Structural Gainer (Surge),2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,7.86
2025,Johor,MY-01,Southern,1.9344,103.3587,Kedah,MY-02,Northern,6.1184,100.3685,True,False,571.32,740.539,7124.845,10.39,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,61.11,111.182,666.1,Structural Gainer (Surge),2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,12.57
2025,Kedah,MY-02,Northern,6.1184,100.3685,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,362.08,734.346,10078.573,7.29,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,141.74,338.791,216.8,Structural Gainer (Surge),2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,7.73
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Perak,MY-08,Northern,4.694,101.0901,True,False,168.45,701.131,10413.82,6.73,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,53.57,223.887,313.2,Structural Gainer (Surge),2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,7.95
2025,Kedah,MY-02,Northern,6.1184,100.3685,Perak,MY-08,Northern,4.694,101.0901,True,False,177.39,698.16,10413.82,6.7,2.44,31.32,795.67,46.4,19572.0,4291891.0,944578.0,18.04,53.34,481.8,144.9,Structural Gainer (Surge),2.44,76.4,31.32,0.0992,795.67,Priority Conversion Corridor,7.91
2025,Kelantan,MY-03,East Coast,5.3117,102.004,Selangor,MY-10,Central,3.0738,101.5183,True,False,254.61,690.727,10595.556,6.52,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,96.97,264.131,261.5,Structural Gainer (Surge),2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,8.46
2025,Melaka,MY-04,Southern,2.2458,102.2741,Johor,MY-01,Southern,1.9344,103.3587,True,False,125.4,685.258,9821.9,6.98,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,78.93,654.054,104.8,Resilient Anchor,2.68,115.18,42.98,0.1297,1131.27,Priority Conversion Corridor,10.71
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,170.46,655.129,6512.13,10.06,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,48.99,552.513,118.6,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,11.7
2025,Perak,MY-08,Northern,4.694,101.0901,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,168.45,648.824,11045.98,5.87,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,77.08,292.107,222.1,Structural Gainer (Surge),2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,7.68
2025,Johor,MY-01,Southern,1.9344,103.3587,Selangor,MY-10,Central,3.0738,101.5183,True,False,240.52,629.355,10595.556,5.94,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,88.35,847.007,74.3,Laggard / At-Risk,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,7.71
2025,Perak,MY-08,Northern,4.694,101.0901,Kedah,MY-02,Northern,6.1184,100.3685,True,False,177.39,622.506,7124.845,8.74,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,51.37,709.212,87.8,Emerging / Modest Growth,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,10.57
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Kedah,MY-02,Northern,6.1184,100.3685,True,False,362.08,619.59,7124.845,8.7,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,51.13,150.818,410.8,Structural Gainer (Surge),2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,10.52
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Johor,MY-01,Southern,1.9344,103.3587,True,False,238.28,585.252,9821.9,5.96,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,67.41,306.671,190.8,Structural Gainer (Surge),2.68,115.18,42.98,0.1297,1131.27,Priority Conversion Corridor,9.15
2025,Johor,MY-01,Southern,1.9344,103.3587,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,404.5,576.493,6512.13,8.85,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,43.11,286.772,201.0,Structural Gainer (Surge),2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,10.29
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,True,1258.19,575.284,10078.573,5.71,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,111.04,221.031,260.3,Structural Gainer (Surge),2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,6.06
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Selangor,MY-10,Central,3.0738,101.5183,True,True,1645.43,574.081,10595.556,5.42,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,80.59,8.688,6607.7,Structural Gainer (Surge),2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,7.03
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,False,510.78,561.921,6329.894,8.88,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,77.46,31.444,1787.1,Structural Gainer (Surge),3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,25.52
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,294.4,548.438,5629.544,9.74,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,105.17,322.832,169.9,Structural Gainer (Surge),2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,10.34
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,284.06,537.067,11045.98,4.86,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,63.81,337.781,159.0,Structural Gainer (Surge),2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,6.36
2025,Selangor,MY-10,Central,3.0738,101.5183,Sabah,MY-12,East Malaysia,5.9788,116.0753,True,True,1645.43,531.665,7359.888999999999,7.22,3.15,46.37,1073.57,54.1,27254.0,4445738.0,2900293.0,39.48,77.55,236.001,225.3,Structural Gainer (Surge),3.15,145.87,46.37,0.1101,1073.57,Protect & Deepen,29.15
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,244.14,524.898,6512.13,8.06,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,39.25,384.881,136.4,Structural Gainer (Surge),2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,9.37
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,132.22,520.817,6512.13,8.0,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,38.94,1016.559,51.2,Laggard / At-Risk,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,9.3
2025,Johor,MY-01,Southern,1.9344,103.3587,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,228.98,494.101,10078.573,4.9,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,95.37,701.535,70.4,Laggard / At-Risk,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,5.2
2025,Perak,MY-08,Northern,4.694,101.0901,Johor,MY-01,Southern,1.9344,103.3587,True,False,396.95,492.392,9821.9,5.01,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,56.71,96.521,510.1,Resilient Anchor,2.68,115.18,42.98,0.1297,1131.27,Priority Conversion Corridor,7.69
2025,Selangor,MY-10,Central,3.0738,101.5183,Perlis,MY-09,Northern,6.4449,100.2048,True,False,402.11,480.281,1474.936,32.56,2.25,35.64,118.12,41.7,1553.0,324884.0,8334.0,2.5,38.46,193.268,248.5,Resilient Anchor,2.25,80.09,35.64,0.0975,118.12,Priority Conversion Corridor,33.15
2025,Perak,MY-08,Northern,4.694,101.0901,Kelantan,MY-03,East Coast,5.3117,102.004,True,False,122.33,473.886,6512.13,7.28,2.98,25.11,486.94,43.5,6392.0,1399111.0,59329.0,4.07,35.43,300.392,157.8,Resilient Anchor,2.98,74.77,25.11,0.0929,486.94,Priority Conversion Corridor,8.46
2025,Melaka,MY-04,Southern,2.2458,102.2741,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,174.31,469.616,11045.98,4.25,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,55.79,297.334,157.9,Resilient Anchor,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,5.56
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Johor,MY-01,Southern,1.9344,103.3587,True,False,152.02,467.594,9821.9,4.76,2.68,42.98,1131.27,54.2,35799.0,7382730.0,3250524.0,30.57,53.86,744.819,62.8,Laggard / At-Risk,2.68,115.18,42.98,0.1297,1131.27,Priority Conversion Corridor,7.31
2025,Melaka,MY-04,Southern,2.2458,102.2741,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,118.82,463.246,10078.573,4.6,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,89.42,170.236,272.1,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,4.88
2025,Pulau Pinang,MY-07,Northern,5.4141,100.3288,Selangor,MY-10,Central,3.0738,101.5183,True,False,291.75,459.411,10595.556,4.34,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,64.49,182.359,251.9,Resilient Anchor,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,5.63
2025,Perak,MY-08,Northern,4.694,101.0901,Melaka,MY-04,Southern,2.2458,102.2741,True,False,302.28,448.906,7178.691,6.25,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,59.69,83.111,540.1,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,6.39
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Selangor,MY-10,Central,3.0738,101.5183,True,False,89.3,448.828,10595.556,4.24,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,63.01,680.807,65.9,Laggard / At-Risk,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,5.5
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,121.19,444.428,11045.98,4.02,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,52.8,541.019,82.1,Emerging / Modest Growth,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,5.26
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,76.97,442.738,10078.573,4.39,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,85.46,337.525,131.2,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,4.66
2025,Kedah,MY-02,Northern,6.1184,100.3685,Pulau Pinang,MY-07,Northern,5.4141,100.3288,True,False,78.44,431.179,5629.544,7.66,2.65,72.28,1079.52,58.6,28045.0,5293653.0,3472459.0,39.61,82.68,668.077,64.5,Laggard / At-Risk,2.65,191.76,72.28,0.1271,1079.52,Protect & Deepen,8.13
2025,Terengganu,MY-11,East Coast,4.881,103.1167,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,True,False,250.34,419.675,10078.573,4.16,2.33,82.96,1945.36,66.9,66133.0,10353924.0,13383492.0,56.38,81.01,357.359,117.4,Resilient Anchor,2.33,193.02,82.96,0.1151,1945.36,Priority Conversion Corridor,4.42
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1258.19,390.144,6329.894,6.16,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,53.78,33.798,1154.3,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,17.72
2025,W.P. Kuala Lumpur,MY-14,Central,3.139,101.6869,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,250.34,387.107,5239.642,7.39,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,36.13,469.826,82.4,Emerging / Modest Growth,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,8.5
2025,Negeri Sembilan,MY-05,Central,2.7258,102.243,Melaka,MY-04,Southern,2.2458,102.2741,True,False,53.49,377.289,7178.691,5.26,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,50.17,701.01,53.8,Laggard / At-Risk,2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,5.37
2025,Terengganu,MY-11,East Coast,4.881,103.1167,Pahang,MY-06,East Coast,3.8126,102.3256,True,False,147.67,373.96,11045.98,3.39,2.21,53.78,1312.31,76.3,34401.0,10011366.0,2953226.0,22.78,44.43,500.404,74.7,Laggard / At-Risk,2.21,118.8,53.78,0.1333,1312.31,Priority Conversion Corridor,4.43
2025,Perak,MY-08,Northern,4.694,101.0901,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,225.52,361.679,5239.642,6.9,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,33.76,90.541,399.5,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,7.95
2025,Melaka,MY-04,Southern,2.2458,102.2741,Selangor,MY-10,Central,3.0738,101.5183,True,False,124.6,348.921,10595.556,3.29,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,48.98,587.842,59.4,Laggard / At-Risk,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,4.27
2025,Johor,MY-01,Southern,1.9344,103.3587,Sarawak,MY-13,East Malaysia,2.5574,113.0012,True,True,1073.6,348.024,6329.894,5.5,3.1,44.42,872.6,47.3,28236.0,5760526.0,1222481.0,17.51,47.98,21.267,1636.5,Resilient Anchor,3.1,137.85,44.42,0.0955,872.6,Protect & Deepen,15.81
2025,Kedah,MY-02,Northern,6.1184,100.3685,Terengganu,MY-11,East Coast,4.881,103.1167,True,False,333.85,341.083,5239.642,6.51,2.76,33.84,489.09,45.6,11314.0,2414955.0,276786.0,10.28,31.84,101.199,337.0,Resilient Anchor,2.76,93.34,33.84,0.0844,489.09,Priority Conversion Corridor,7.49
2025,Kedah,MY-02,Northern,6.1184,100.3685,Selangor,MY-10,Central,3.0738,101.5183,True,False,361.73,329.094,10595.556,3.11,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,46.2,276.034,119.2,Resilient Anchor,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,4.03
2025,Sarawak,MY-13,East Malaysia,2.5574,113.0012,Selangor,MY-10,Central,3.0738,101.5183,True,True,1276.58,322.421,10595.556,3.04,2.31,60.67,1487.46,54.8,35066.0,6296432.0,3614885.0,36.47,45.26,63.653,506.5,Resilient Anchor,2.31,140.39,60.67,0.0944,1487.46,Priority Conversion Corridor,3.95
2025,Sabah,MY-12,East Malaysia,5.9788,116.0753,Kedah,MY-02,Northern,6.1184,100.3685,True,True,1736.8,315.743,7124.845,4.43,2.82,29.27,587.96,50.9,18679.0,3121208.0,2109996.0,40.33,26.06,22.184,1423.3,Resilient Anchor,2.82,82.52,29.27,0.1065,587.96,Priority Conversion Corridor,5.36
2025,Pahang,MY-06,East Coast,3.8126,102.3256,Melaka,MY-04,Southern,2.2458,102.2741,True,False,174.31,305.141,7178.691,4.25,2.11,63.0,954.52,46.1,20655.0,3484720.0,1654330.0,32.19,40.57,290.95,104.9,Resilient Anchor,2.11,132.97,63.0,0.1093,954.52,Priority Conversion Corridor,4.34
