city_slug,city_query,search_page,search_position,title,url,address,score_raw,score_right,stars,preferred_partner,travel_sustainable_badge,sustainability_level_raw,room_type_count,property_type,sub_staff,sub_facilities,sub_cleanliness,sub_comfort,sub_value_for_money,sub_location,sub_free_wifi,facility_group_count,popular_facility_count,badge_count,popular_facilities_str,facility_groups_str
kedah,Alor Setar,1,18,HAB Guesthouse,https://www.booking.com/hotel/my/homestay-anak-bukit.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALn-LTVBsACAdICJGE5ZWQ2MDY1LTM1MTktNDU0ZC1hZDU4LTQ4OWIyN2M2NGVkMNgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1118844701_384710165_4_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=18&highlighted_blocks=1118844701_384710165_4_0_0&hpos=18&matching_block_id=1118844701_384710165_4_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1118844701_384710165_4_0_0__35350&srepoch=1789738100&srpvid=7d4a5eb310d80980&type=total&ucfs=1&,"282a Jalan Anak Bukit, 06550 Alor Setar, Malaysia",5.8 Fair · 25 reviews,5.8 Rated: Fair 5.8 – based on 25 reviews Expand ratings and reviews section Fair 25 reviews,0,False,False,,5,Booking.com,8.3,5.6,5.4,5.5,6.8,8.9,,11,10,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Spa | Miscellaneous | Languages Spoken"
kedah,Alor Setar,1,19,Rosira Homestay,https://www.booking.com/hotel/my/rosira-homestay-alor-setar.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALn-LTVBsACAdICJGE5ZWQ2MDY1LTM1MTktNDU0ZC1hZDU4LTQ4OWIyN2M2NGVkMNgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1668105801_438637411_8_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=19&highlighted_blocks=1668105801_438637411_8_0_0&hpos=19&matching_block_id=1668105801_438637411_8_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1668105801_438637411_8_0_0__16200&srepoch=1789738100&srpvid=7d4a5eb310d80980&type=total&ucfs=1&,"126, Jalan Aman 5/6, 05150 Alor Setar, Malaysia",7.5 Good · 2 reviews,7.5 Rated: Good 7.5 – based on 2 reviews Expand ratings and reviews section Good 2 reviews,0,False,False,,5,Booking.com,10,8.8,7.5,8.8,8.8,8.8,,13,2,0,Free parking | Free parking,"Great for your stay | Bathroom | Bedroom | Outdoors | Kitchen | Room amenities | Living Area | Media & Technology | Food & Drink | Internet
No internet access available. | Parking
Free private parking is available on site (reservation is needed). | General | Languages Spoken"
kedah,Alor Setar,1,20,T+ PREMIUM HOTEL,https://www.booking.com/hotel/my/t-premium.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuALn-LTVBsACAdICJGE5ZWQ2MDY1LTM1MTktNDU0ZC1hZDU4LTQ4OWIyN2M2NGVkMNgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=561732902_0_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=20&highlighted_blocks=561732902_0_2_0_0&hpos=20&matching_block_id=561732902_0_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=561732902_0_2_0_0__11592&srepoch=1789738100&srpvid=7d4a5eb310d80980&type=total&ucfs=1&,"NO.5319, LEBUHRAYA SULTAN ABDUL HALIM, 05400 Alor Setar, Malaysia",7.7 Good · 251 reviews,7.7 Rated: Good 7.7 – based on 251 reviews Expand ratings and reviews section Good 251 reviews,3,False,False,,29,Booking.com,8.1,7.8,8.2,8.3,8,8.5,8,14,6,0,Non-smoking rooms | Free parking | Free Wifi | Non-smoking rooms | Free parking | Free Wifi,"Great for your stay | Bathroom | Bedroom | Kitchen | Room amenities | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | Services | Safety & security | General | Accessibility | Spa | Languages Spoken"
kelantan,Kota Bharu,1,1,Cerana Villa Riverside,https://www.booking.com/hotel/my/cerana-villa-eco-resort.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=781128501_410018014_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=1&highlighted_blocks=781128501_410018014_2_0_0&hpos=1&matching_block_id=781128501_410018014_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=781128501_410018014_2_0_0__8445&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Lot 262, Jalan Raja Sakti Kampung Pengkalan Datu, 16150 Kota Bharu, Malaysia",5.9 Fair · 39 reviews,5.9 Rated: Fair 5.9 – based on 39 reviews Expand ratings and reviews section Fair 39 reviews,3,False,False,,19,Booking.com,7.4,6.2,6.1,6.6,7.3,7.4,,10,4,0,Non-smoking rooms | Family rooms | Non-smoking rooms | Family rooms,"Great for your stay | Bathroom | Bedroom | Kitchen | Living Area | Internet
No internet access available. | Parking
No parking available. | Safety & security | General | Languages Spoken"
kelantan,Kota Bharu,1,2,Driff studio A Wakaf Che Yeh,https://www.booking.com/hotel/my/driff-studio.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1493666001_421020775_4_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=2&highlighted_blocks=1493666001_421020775_4_0_0&hpos=2&matching_block_id=1493666001_421020775_4_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1493666001_421020775_4_0_0__17100&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"2889, Jalan Kuala Krai, 15100 Kota Bharu, Malaysia",,,0,False,False,,5,Booking.com,,,,,,,,7,4,0,Parking on site | Free Wifi | Parking on site | Free Wifi,"Great for your stay | Parking
Public parking is available on site (reservation is not needed) and costs MYR 4 per day. | Internet
Wifi is available in all areas and is free of charge. | Media & Technology | Outdoor & View | Miscellaneous | Languages Spoken"
kelantan,Kota Bharu,1,3,AmVilla,https://www.booking.com/hotel/my/amvilla.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=199867401_414443566_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=3&highlighted_blocks=199867401_414443566_0_0_0&hpos=3&matching_block_id=199867401_414443566_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=199867401_414443566_0_0_0__43000&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"1918 Jalan Masjid Baung Bayam, 15200 Kota Bharu, Malaysia",9.3 Wonderful · 26 reviews,9.3 Rated: Wonderful 9.3 – based on 26 reviews Expand ratings and reviews section Wonderful 26 reviews,4,False,False,,3,Booking.com,9.3,9.7,10,10,9.5,8.7,10,16,8,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Building Characteristics | Miscellaneous | Safety & security | Languages Spoken"
kelantan,Kota Bharu,1,4,Hotel O Green Mango @ Sri Cemerlang,https://www.booking.com/hotel/my/hosaga-biz.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=58253607_398709599_2_0_0_595498&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=4&highlighted_blocks=58253607_398709599_2_0_0_595498&hpos=4&matching_block_id=58253607_398709599_2_0_0_595498&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=58253607_398709599_2_0_0_595498_7760&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Lot 316-324, Jalan Sri Cemerlang, 15300 Kota Bharu, Malaysia",5.7 Fair · 100 reviews,5.7 Rated: Fair 5.7 – based on 100 reviews Expand ratings and reviews section Fair 100 reviews,2,False,False,,20,Booking.com,7.6,6.1,6.1,6.5,7,7.3,6.3,15,8,0,Non-smoking rooms | Free parking | Free Wifi | Family rooms | Non-smoking rooms | Free parking | Free Wifi | Family rooms,"Great for your stay | Bathroom | Bedroom | Outdoors | Room amenities | Living Area | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Free public parking is available on site (reservation is not needed). | Services | Front Desk Services | Safety & security | General | Accessibility | Languages Spoken"
kelantan,Kota Bharu,1,5,"1BR Executive Suite with Pool, WIFI, Netflix in Kota Bharu City Centre",https://www.booking.com/hotel/my/1br-executive-suite-with-pool-wifi-netflix-in-kota-bharu-city-centre.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1725660901_444226690_3_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=5&highlighted_blocks=1725660901_444226690_3_0_0&hpos=5&matching_block_id=1725660901_444226690_3_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1725660901_444226690_3_0_0__27200&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Zulanie Suite @ Troika Residence, Kota Bharu, Free Wifi & Netflix, 15300 Kota Bharu, Malaysia",,,4,False,False,,4,Booking.com,,,,,,,,22,12,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Restaurant | Family rooms | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Restaurant | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Outdoor swimming pool
Free! | Spa | Food & Drink | Outdoor & View | Transportation | Front Desk Services | Entertainment & Family Services | Shops | Miscellaneous | Safety & security | Languages Spoken"
kelantan,Kota Bharu,1,6,Renai Hotel Kota Bharu,https://www.booking.com/hotel/my/the-grand-renai.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=2580601_0_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=6&highlighted_blocks=2580601_0_2_0_0&hpos=6&matching_block_id=2580601_0_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=2580601_0_2_0_0__22094&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Kota Sri Mutiara, Jalan Sultan Yahya Petra, 15150 Kota Bharu, Malaysia","8.3 Very Good · 1,358 reviews","8.3 Rated: Very Good 8.3 – based on 1,358 reviews Expand ratings and reviews section Very Good 1,358 reviews",5,False,False,,99,Booking.com,9,8.4,8.5,8.5,8.5,8.8,7.9,20,20,0,Outdoor swimming pool | Non-smoking rooms | Airport shuttle | Room service | Fitness center | Private Parking | Free Wifi | 3 restaurants | Tea/Coffee Maker in All Rooms | Good Breakfast | Outdoor swimming pool | Non-smoking rooms | Airport shuttle | Room service | Fitness center | Private Parking | Free Wifi | 3 restaurants | Tea/Coffee Maker in All Rooms | Good Breakfast,"Great for your stay | Bathroom | Bedroom | View | Kitchen | Activities | Living Area | Media & Technology | Food & Drink | Internet
Wifi is available in the rooms and is free of charge. | Parking
Private parking is available on site (reservation is not needed) and charges may apply. | Front Desk Services | Cleaning Services | Business Facilities | Safety & security | General | Accessibility | Outdoor swimming pool
Free! | Spa | Languages Spoken"
kelantan,Kota Bharu,1,7,Crystal Lodge,https://www.booking.com/hotel/my/crystal-lodge.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=36218301_0_2_1_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=7&highlighted_blocks=36218301_0_2_1_0&hpos=7&matching_block_id=36218301_0_2_1_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=36218301_0_2_1_0__16310&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"124 Jalan Che Su, 15000 Kota Bharu, Malaysia",7.6 Good · 256 reviews,7.6 Rated: Good 7.6 – based on 256 reviews Expand ratings and reviews section Good 256 reviews,4,False,False,,9,Booking.com,8.5,7.7,7.9,7.9,8,8,8.5,19,16,0,Non-smoking rooms | Fitness center | Free parking | Free Wifi | Facilities for disabled guests | Family rooms | Tea/Coffee Maker in All Rooms | Good Breakfast | Non-smoking rooms | Fitness center | Free parking | Free Wifi | Facilities for disabled guests | Family rooms | Tea/Coffee Maker in All Rooms | Good Breakfast,"Great for your stay | Bathroom | Bedroom | Outdoors | Kitchen | Room amenities | Living Area | Media & Technology | Food & Drink | Internet
Wifi is available in all areas and is free of charge. | Parking
Free private parking is available on site (reservation is not needed). | Front Desk Services | Cleaning Services | Business Facilities | Safety & security | General | Accessibility | Spa | Languages Spoken"
kelantan,Kota Bharu,1,8,Netflix Two Bedroom Troika Kota Bharu Homestay 118,https://www.booking.com/hotel/my/troika-kota-bharu-homestay-11-8.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1020601601_426777025_8_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=8&highlighted_blocks=1020601601_426777025_8_0_0&hpos=8&matching_block_id=1020601601_426777025_8_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1020601601_426777025_8_0_0__28000&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Jalan Mahmood, 15200 Kota Bharu, Malaysia",8.4 Very Good · 114 reviews,8.4 Rated: Very Good 8.4 – based on 114 reviews Expand ratings and reviews section Very Good 114 reviews,4,False,False,,3,Booking.com,8.7,8.6,8.7,8.6,8.6,9.2,10,16,8,0,Outdoor swimming pool | Free parking | Free Wifi | Family rooms | Outdoor swimming pool | Free parking | Free Wifi | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool | Food & Drink | Outdoor & View | Miscellaneous | Safety & security | Languages Spoken"
kelantan,Kota Bharu,1,9,SA VILLA HOLIDAY INN,https://www.booking.com/hotel/my/sa-villa-holiday-inn-kota-bharu.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=790571601_338827022_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=9&highlighted_blocks=790571601_338827022_2_0_0&hpos=9&matching_block_id=790571601_338827022_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=790571601_338827022_2_0_0__9000&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"sa villa holiday inn batu 7 mulong jalan kuala krai, 16010 Kota Bharu, Malaysia",7.5 Good · 64 reviews,7.5 Rated: Good 7.5 – based on 64 reviews Expand ratings and reviews section Good 64 reviews,1,False,False,,13,Booking.com,8.4,7.8,7.8,8.1,8.4,8.9,,11,6,0,Room service | Free parking | Family rooms | Room service | Free parking | Family rooms,"Great for your stay | Bathroom | Bedroom | View | Media & Technology | Internet
No internet access available. | Parking
Free private parking is available on site (reservation is not needed). | Services | General | Accessibility | Languages Spoken"
kelantan,Kota Bharu,1,10,Norizz Homestay Kota Bharu - Beta Hilir,https://www.booking.com/hotel/my/norizz-homestay-kota-bharu-beta-hilir.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1513889401_423122474_0_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=10&highlighted_blocks=1513889401_423122474_0_0_0&hpos=10&matching_block_id=1513889401_423122474_0_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1513889401_423122474_0_0_0__25500&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"NO.437 TAMAN AS'SYAKIRIN,KG GAUNG BETA HILIR,, 15100 Kota Bharu, Malaysia",,,0,False,False,,5,Booking.com,,,,,,,,12,6,0,Non-smoking rooms | Free parking | Free Wifi | Non-smoking rooms | Free parking | Free Wifi,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor & View | Miscellaneous | Languages Spoken"
kelantan,Kota Bharu,1,11,Putra Hotel at Mydin Tunjong,https://www.booking.com/hotel/my/putra-at-mydin-tunjong.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1573376101_428386663_3_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=11&highlighted_blocks=1573376101_428386663_3_0_0&hpos=11&matching_block_id=1573376101_428386663_3_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1573376101_428386663_3_0_0__18000&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Al Waqf Tunjong, Jalan Kuala Krai, 16010 Kota Bharu, Malaysia",8.0 Very Good · 2 reviews,8.0 Rated: Very Good 8 – based on 2 reviews Expand ratings and reviews section Very Good 2 reviews,5,False,False,,5,Booking.com,7.5,7.5,7.5,7.5,7.5,7.5,,15,8,0,Swimming pool | Fitness center | Free parking | Free Wifi | Swimming pool | Fitness center | Free parking | Free Wifi,"Great for your stay | Bathroom | Bedroom | View | Kitchen | Room amenities | Living Area | Media & Technology | Internet
Wifi is available in all areas and is free of charge. | Parking
Free public parking is available on site (reservation is not needed). | Services | General | Swimming pool | Spa | Languages Spoken"
kelantan,Kota Bharu,1,12,Kamar Juragan Ali at KBCP near Siti Khadijah Market,https://www.booking.com/hotel/my/kamar-juragan-ali-at-kbcp-near-siti-khadijah-market.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1687539101_440415450_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=12&highlighted_blocks=1687539101_440415450_2_0_0&hpos=12&matching_block_id=1687539101_440415450_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1687539101_440415450_2_0_0__13518&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Kota Bharu City Point 3-S-22, 15000 Kota Bharu, Malaysia",10 Exceptional · 2 reviews,10 Rated: Exceptional 10 – based on 2 reviews Expand ratings and reviews section Exceptional 2 reviews,3,False,False,,7,Booking.com,8.8,8.8,10,8.8,10,10,,17,6,0,Free parking | Free Wifi | Family rooms | Free parking | Free Wifi | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in all areas and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Food & Drink | Outdoor & View | Building Characteristics | Front Desk Services | Shops | Miscellaneous | Languages Spoken"
kelantan,Kota Bharu,1,13,Honrosa Studio at KBCC Service Apartment -with unifi,https://www.booking.com/hotel/my/guarded-service-apartment-in-middle-of-kota-bharu.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=825851801_347034691_2_0_0&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=13&highlighted_blocks=825851801_347034691_2_0_0&hpos=13&matching_block_id=825851801_347034691_2_0_0&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=825851801_347034691_2_0_0__13500&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Jalan Hamzah Kbcc service apartments, 15050 Kota Bharu, Malaysia",8.9 Excellent · 37 reviews,8.9 Rated: Excellent 8.9 – based on 37 reviews Expand ratings and reviews section Excellent 37 reviews,4,False,False,,5,Booking.com,9.6,8.8,9,9.2,9.2,9.2,,17,2,0,Non-smoking rooms | Non-smoking rooms,"Great for your stay | Parking
No parking available. | Internet
No internet access available. | Kitchen | Bathroom | Living Area | Media & Technology | Room amenities | Accessibility | Outdoors | Activities | Outdoor & View | Building Characteristics | Front Desk Services | Miscellaneous | Safety & security | Languages Spoken"
kelantan,Kota Bharu,1,14,SINA Troika Residence Kota Bharu 1BR Netflix Pool,https://www.booking.com/hotel/my/sina-troika-residence-kota-bharu-1br-netflix-pool.html?aid=304142&label=gen173nr-10CAQoggI46wdIM1gEaKEBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKG_rTVBsACAdICJGQ0YWVkMjU1LWY2NDktNDVmYS04YjJhLTYzNDI2MDBkZGIxOdgCAeACAQ&sid=cf00c68bdb4f08ecdb7a0a1c170efb49&all_sr_blocks=1188748501_391213988_4_0_0_754928&checkin=2026-11-01&checkout=2026-11-02&dist=0&group_adults=2&group_children=0&hapos=14&highlighted_blocks=1188748501_391213988_4_0_0_754928&hpos=14&matching_block_id=1188748501_391213988_4_0_0_754928&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&sr_pri_blocks=1188748501_391213988_4_0_0_754928_21115&srepoch=1789738771&srpvid=091760036b12003d&type=total&ucfs=1&,"Jalan Mahmood TROIKA RESIDENT 27-9, 15200 Kota Bharu, Malaysia",7.6 Good · 86 reviews,7.6 Rated: Good 7.6 – based on 86 reviews Expand ratings and reviews section Good 86 reviews,3,False,False,,10,Booking.com,8.1,8.1,8.2,8,7.7,9.2,,22,10,0,Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms | Outdoor swimming pool | Non-smoking rooms | Free parking | Free Wifi | Family rooms,"Great for your stay | Parking
Free private parking is available on site (reservation is not needed). | Internet
Wifi is available in the rooms and is free of charge. | Kitchen | Bedroom | Bathroom | Living Area | Media & Technology | Room amenities | Outdoors | Outdoor swimming pool
Free! | Spa | Food & Drink | Outdoor & View | Building Characteristics | Front Desk Services | Entertainment & Family Services | Business Facilities | Shops | Miscellaneous | Safety & security | Languages Spoken"
