year,state,state_code,region,income_under_1k_pct,income_1k_3k_pct,income_3k_5k_pct,income_5k_10k_pct,income_above_10k_pct,b40_share_pct,m40_share_pct,t20_share_pct,affluence_index
2020,Melaka,MY-04,Southern,4.86903036875551,24.4199331120046,35.0830546333525,25.8781128562059,9.74986902968143,64.37,25.88,9.75,35.63
2020,Pahang,MY-06,East Coast,5.70685339519837,31.3123580073625,30.7718028959709,23.2113407739503,8.99764492751794,67.79,23.21,9.0,32.21
2020,Perak,MY-08,Northern,7.24998843272728,33.4052717526294,22.2846751278191,28.4633224891796,8.59674219764457,62.94,28.46,8.6,37.06
2020,Perlis,MY-09,Northern,10.1931087661657,32.1864706523288,25.9447159105196,20.6861060589552,10.9895986120307,68.32,20.69,10.99,31.68
2020,Pulau Pinang,MY-07,Northern,1.91944376816028,27.9314753300124,24.255978544857,32.3781003087066,13.5150020482638,54.11,32.38,13.52,45.9
2020,Sabah,MY-12,East Malaysia,7.74992419914063,45.5635618274577,20.5374224525428,19.2638002742796,6.88529124657924,73.85,19.26,6.89,26.15
2020,Sarawak,MY-13,East Malaysia,5.99791957145429,39.6829023202495,22.4604735077514,27.4109821545392,4.44772244600568,68.14,27.41,4.45,31.86
2020,Selangor,MY-10,Central,3.65428700918374,17.9076513075119,27.1470704526335,28.9502445759479,22.340746654723,48.71,28.95,22.34,51.29
2020,Terengganu,MY-11,East Coast,5.26435598060846,38.8128813312614,25.0677180975588,25.0257354378124,5.82930915275893,69.14,25.03,5.83,30.86
2020,W.P. Kuala Lumpur,MY-14,Central,3.7388455145788,19.2700420461494,25.269957767279,37.6760326654608,14.0451220065319,48.28,37.68,14.05,51.73
2020,W.P. Labuan,MY-15,East Malaysia,0.099157948088423,30.513628881511,22.8124505947233,39.9505030735894,6.62425950208781,53.43,39.95,6.62,46.57
2020,W.P. Putrajaya,MY-16,Central,0.0,29.3812387638519,30.5470272283318,22.2918527812445,17.7798812265717,59.93,22.29,17.78,40.07
2021,Johor,MY-01,Southern,1.88626369360019,22.6107763999269,26.3795581083283,29.9737891735119,19.1496126246327,50.88,29.97,19.15,49.12
2021,Kedah,MY-02,Northern,7.4022850106177,35.7014576929014,26.5097373826156,19.4882874749472,10.8982324389181,69.61,19.49,10.9,30.39
2021,Kelantan,MY-03,East Coast,7.56857749557636,31.6047079303816,24.8043004192242,32.2832337894842,3.73918036533365,63.98,32.28,3.74,36.02
2021,Melaka,MY-04,Southern,1.85019478569489,32.0407513614133,23.7568844231731,36.9257522744801,5.42641715523863,57.65,36.93,5.43,42.36
2021,Negeri Sembilan,MY-05,Central,4.47103980608065,28.230535186987,23.6678117548654,31.0458915836109,12.584721668456,56.37,31.05,12.58,43.63
2021,Pahang,MY-06,East Coast,3.38022832672985,33.4470757202395,28.7314561629714,23.687180044467,10.7540597455922,65.56,23.69,10.75,34.44
2021,Perak,MY-08,Northern,4.49999763720657,43.7702023335192,25.5126035178585,20.8409115867587,5.37628492465703,73.78,20.84,5.38,26.22
2021,Perlis,MY-09,Northern,1.61185308642886,48.0060152852651,18.3393682844269,24.0712197975895,7.97154354628967,67.96,24.07,7.97,32.04
2021,Pulau Pinang,MY-07,Northern,4.55859010607479,30.7154530758884,24.1439849290526,29.5173372604633,11.0646346285209,59.42,29.52,11.06,40.58
2021,Sabah,MY-12,East Malaysia,4.30478218553908,40.8778043380193,15.6307986368592,28.5506877798319,10.6359270597505,60.81,28.55,10.64,39.19
2021,Sarawak,MY-13,East Malaysia,3.93180666267336,32.3718379947473,26.3838793407977,25.739452303061,11.5730236987206,62.69,25.74,11.57,37.31
2021,Selangor,MY-10,Central,2.09061734539141,18.3941912204158,31.0711851852069,37.5060091110315,10.9379971379543,51.56,37.51,10.94,48.45
2021,Terengganu,MY-11,East Coast,4.99075756481963,38.714365573368,24.7743308709668,24.670594729677,6.84995126116851,68.48,24.67,6.85,31.52
2021,W.P. Kuala Lumpur,MY-14,Central,2.53178942569457,17.2629056835545,24.3173790091995,39.504144524744,16.3837813568074,44.11,39.5,16.38,55.88
2021,W.P. Labuan,MY-15,East Malaysia,1.151594,28.5487986974526,17.4956863763706,52.243613684855,0.560307241321731,47.2,52.24,0.56,52.8
2021,W.P. Putrajaya,MY-16,Central,5.86349307420843,12.7256095100154,30.9021689902111,46.098552960221,4.41017546534414,49.49,46.1,4.41,50.51
2022,Johor,MY-01,Southern,4.4,22.0,23.5,35.7,14.4,49.9,35.7,14.4,50.1
2022,Kedah,MY-02,Northern,2.8,34.7,27.1,25.8,9.6,64.6,25.8,9.6,35.4
2022,Kelantan,MY-03,East Coast,5.6,35.1,24.2,25.7,9.4,64.9,25.7,9.4,35.1
2022,Melaka,MY-04,Southern,5.7,25.0,25.5,32.4,11.4,56.2,32.4,11.4,43.8
2022,Negeri Sembilan,MY-05,Central,3.8,31.4,27.9,29.1,7.8,63.1,29.1,7.8,36.9
2022,Pahang,MY-06,East Coast,4.1,26.0,24.5,33.3,12.1,54.6,33.3,12.1,45.4
2022,Perak,MY-08,Northern,4.1,27.4,33.0,26.0,9.5,64.5,26.0,9.5,35.5
2022,Perlis,MY-09,Northern,4.7,24.3,31.2,31.5,8.3,60.2,31.5,8.3,39.8
2022,Pulau Pinang,MY-07,Northern,2.3,23.2,28.3,34.3,11.9,53.8,34.3,11.9,46.2
2022,Sabah,MY-12,East Malaysia,6.2,37.9,18.1,27.5,10.3,62.2,27.5,10.3,37.8
2022,Sarawak,MY-13,East Malaysia,4.3,33.6,24.0,27.4,10.7,61.9,27.4,10.7,38.1
2022,Selangor,MY-10,Central,2.7,18.2,20.8,35.4,22.9,41.7,35.4,22.9,58.3
2022,Terengganu,MY-11,East Coast,5.6,36.4,27.5,23.3,7.2,69.5,23.3,7.2,30.5
2022,W.P. Kuala Lumpur,MY-14,Central,4.2,16.0,20.7,40.5,18.6,40.9,40.5,18.6,59.1
2022,W.P. Labuan,MY-15,East Malaysia,0.4,15.9,27.6,34.0,22.1,43.9,34.0,22.1,56.1
2022,W.P. Putrajaya,MY-16,Central,2.0,24.5,17.1,37.2,19.2,43.6,37.2,19.2,56.4
2023,Johor,MY-01,Southern,2.1,20.9,23.1,37.2,16.7,46.1,37.2,16.7,53.9
2023,Kedah,MY-02,Northern,5.5,28.8,28.5,26.6,10.6,62.8,26.6,10.6,37.2
2023,Kelantan,MY-03,East Coast,3.7,36.5,28.8,24.4,6.6,69.0,24.4,6.6,31.0
2023,Melaka,MY-04,Southern,2.9,26.1,24.6,33.4,13.0,53.6,33.4,13.0,46.4
2023,Negeri Sembilan,MY-05,Central,3.2,25.1,25.4,34.2,12.1,53.7,34.2,12.1,46.3
2023,Pahang,MY-06,East Coast,3.5,22.4,27.5,33.6,13.0,53.4,33.6,13.0,46.6
2023,Perak,MY-08,Northern,4.9,32.5,26.0,29.5,7.1,63.4,29.5,7.1,36.6
2023,Perlis,MY-09,Northern,4.3,31.0,27.6,28.5,8.6,62.9,28.5,8.6,37.1
2023,Pulau Pinang,MY-07,Northern,4.6,21.6,24.6,35.3,13.9,50.8,35.3,13.9,49.2
2023,Sabah,MY-12,East Malaysia,2.6,38.6,28.7,22.3,7.8,69.9,22.3,7.8,30.1
2023,Sarawak,MY-13,East Malaysia,3.5,38.8,22.7,24.1,10.9,65.0,24.1,10.9,35.0
2023,Selangor,MY-10,Central,3.2,16.4,27.3,38.2,14.9,46.9,38.2,14.9,53.1
2023,Terengganu,MY-11,East Coast,5.8,38.7,26.3,22.1,7.1,70.8,22.1,7.1,29.2
2023,W.P. Kuala Lumpur,MY-14,Central,4.6,15.0,25.0,36.8,18.6,44.6,36.8,18.6,55.4
2023,W.P. Labuan,MY-15,East Malaysia,2.5,10.9,18.9,52.3,15.4,32.3,52.3,15.4,67.7
2023,W.P. Putrajaya,MY-16,Central,4.0,18.3,18.7,36.4,22.6,41.0,36.4,22.6,59.0
2024,Johor,MY-01,Southern,4.1,23.1,26.2,33.5,13.1,53.4,33.5,13.1,46.6
2024,Kedah,MY-02,Northern,6.1,35.5,27.9,22.2,8.3,69.5,22.2,8.3,30.5
2024,Kelantan,MY-03,East Coast,8.5,32.2,28.5,22.9,7.9,69.2,22.9,7.9,30.8
2024,Melaka,MY-04,Southern,2.8,21.0,29.7,36.1,10.4,53.5,36.1,10.4,46.5
2024,Negeri Sembilan,MY-05,Central,5.9,27.6,25.4,28.8,12.3,58.9,28.8,12.3,41.1
2024,Pahang,MY-06,East Coast,3.4,29.2,22.7,31.1,13.6,55.3,31.1,13.6,44.7
2024,Perak,MY-08,Northern,6.6,28.0,26.4,28.5,10.5,61.0,28.5,10.5,39.0
2024,Perlis,MY-09,Northern,3.4,32.4,25.4,29.4,9.4,61.2,29.4,9.4,38.8
2024,Pulau Pinang,MY-07,Northern,4.2,22.0,29.5,32.2,12.1,55.7,32.2,12.1,44.3
2024,Sabah,MY-12,East Malaysia,3.6,30.9,31.6,24.7,9.2,66.1,24.7,9.2,33.9
2024,Sarawak,MY-13,East Malaysia,6.2,27.6,27.1,29.3,9.8,60.9,29.3,9.8,39.1
2024,Selangor,MY-10,Central,2.3,23.7,23.6,33.5,16.9,49.6,33.5,16.9,50.4
2024,Terengganu,MY-11,East Coast,2.2,39.6,27.6,22.0,8.6,69.4,22.0,8.6,30.6
2024,W.P. Kuala Lumpur,MY-14,Central,2.0,12.1,18.7,40.1,27.1,32.8,40.1,27.1,67.2
2024,W.P. Labuan,MY-15,East Malaysia,8.1,21.4,28.2,37.5,4.8,57.7,37.5,4.8,42.3
2024,W.P. Putrajaya,MY-16,Central,1.6,20.8,13.6,49.7,14.3,36.0,49.7,14.3,64.0
2025,Johor,MY-01,Southern,3.7,22.9,27.3,33.4,12.7,53.9,33.4,12.7,46.1
2025,Kedah,MY-02,Northern,5.8,35.4,28.5,22.5,7.8,69.7,22.5,7.8,30.3
2025,Kelantan,MY-03,East Coast,8.1,33.4,28.5,22.5,7.5,70.0,22.5,7.5,30.0
2025,Melaka,MY-04,Southern,3.1,21.4,29.5,35.4,10.6,54.0,35.4,10.6,46.0
2025,Negeri Sembilan,MY-05,Central,5.3,28.2,25.3,29.1,12.1,58.8,29.1,12.1,41.2
2025,Pahang,MY-06,East Coast,3.4,29.2,22.7,31.1,13.6,55.3,31.1,13.6,44.7
2025,Perak,MY-08,Northern,6.2,28.8,25.9,29.3,9.8,60.9,29.3,9.8,39.1
2025,Perlis,MY-09,Northern,3.9,32.7,25.4,28.9,9.1,62.0,28.9,9.1,38.0
2025,Pulau Pinang,MY-07,Northern,3.8,22.5,28.8,32.5,12.4,55.1,32.5,12.4,44.9
2025,Sabah,MY-12,East Malaysia,3.9,31.5,31.6,24.9,8.1,67.0,24.9,8.1,33.0
2025,Sarawak,MY-13,East Malaysia,5.9,27.9,26.7,30.0,9.5,60.5,30.0,9.5,39.5
2025,Selangor,MY-10,Central,2.4,23.3,23.9,34.1,16.3,49.6,34.1,16.3,50.4
2025,Terengganu,MY-11,East Coast,2.5,38.6,27.8,22.4,8.7,68.9,22.4,8.7,31.1
2025,W.P. Kuala Lumpur,MY-14,Central,2.2,13.3,17.5,40.1,26.9,33.0,40.1,26.9,67.0
2025,W.P. Labuan,MY-15,East Malaysia,7.5,22.3,29.0,37.1,4.1,58.8,37.1,4.1,41.2
2025,W.P. Putrajaya,MY-16,Central,1.4,21.2,15.2,48.1,14.1,37.8,48.1,14.1,62.2
